trace_id,event_id,org:group,resource country,organization country,resource,organization involved,org:role,impact,product,timestamp,activity
1-709802751,2,Org line C,USA,in,Donald,G93 2nd,E_4,High,PROD754,2012-04-09 15:59:29+00:00,Completed_Closed
1-709802861,0,Org line A2,Sweden,se,Christofer,M19 2nd,A2_1,Medium,PROD741,2012-04-05 18:53:25+00:00,Accepted_In Progress
1-709802861,1,Org line A2,Sweden,se,Christofer,M19 2nd,A2_1,Medium,PROD741,2012-04-05 18:53:26+00:00,Queued_Awaiting Assignment
1-709802861,2,Org line A2,Sweden,se,Christofer,M19 2nd,A2_1,Medium,PROD741,2012-05-03 14:07:10+00:00,Accepted_In Progress
1-709802861,3,Org line A2,Sweden,se,Christofer,M19 2nd,A2_1,Medium,PROD741,2012-05-03 14:12:00+00:00,Accepted_In Progress
1-709802861,4,Org line A2,Sweden,se,Christofer,M19 2nd,A2_1,Medium,PROD741,2012-05-03 14:36:44+00:00,Completed_Closed
1-710065204,0,Org line C,Sweden,be,Allan,G213 2nd,E_1,Major,PROD715,2012-04-06 05:39:22+00:00,Accepted_In Progress
1-710065204,1,Org line C,Sweden,be,Allan,G213 2nd,E_1,Major,PROD715,2012-04-06 05:42:16+00:00,Completed_Closed
1-710109531,0,Org line A2,POLAND,fr,Anna,T13 2nd,A2_2,Medium,PROD200,2012-04-06 10:11:21+00:00,Accepted_In Progress
1-710109531,1,Org line A2,POLAND,fr,Anna,T13 2nd,A2_2,Medium,PROD200,2012-04-06 12:26:37+00:00,Completed_Closed
1-710114300,0,Org line C,Sweden,fr,Praveen,G271 2nd,E_10,High,PROD802,2012-04-06 09:34:34+00:00,Accepted_In Progress
1-710114300,1,Org line C,Sweden,fr,Praveen,G271 2nd,E_10,High,PROD802,2012-04-06 09:45:33+00:00,Queued_Awaiting Assignment
1-710114300,2,Org line C,Sweden,fr,Pankaj,G271 2nd,E_10,High,PROD802,2012-04-06 10:10:47+00:00,Accepted_In Progress
1-710114300,3,Org line C,Sweden,fr,Raja,G271 2nd,E_10,High,PROD802,2012-04-06 10:11:37+00:00,Accepted_Assigned
1-710114300,4,Org line C,Sweden,fr,Martin,G273 3rd,C_6,High,PROD802,2012-04-06 11:54:31+00:00,Queued_Awaiting Assignment
1-710114300,5,Org line C,France,fr,Aurelien,G273 3rd,C_6,High,PROD802,2012-04-10 14:54:26+00:00,Accepted_In Progress
1-710114300,6,Org line C,France,fr,Bruno,V29 2nd,E_6,High,PROD802,2012-04-10 15:05:50+00:00,Queued_Awaiting Assignment
1-710114300,7,Org line C,France,fr,Bruno,V29 2nd,E_6,High,PROD802,2012-04-16 09:18:09+00:00,Accepted_In Progress
1-710114300,8,Org line C,France,fr,Jonathan,V52,E_6,High,PROD802,2012-04-16 09:19:05+00:00,Queued_Awaiting Assignment
1-710114300,9,Org line C,France,fr,Jonathan,V42 2nd,V3_3,High,PROD802,2012-05-14 08:27:11+00:00,Accepted_In Progress
1-710114300,10,Org line C,France,fr,Jonathan,V42 2nd,V3_3,High,PROD802,2012-05-14 08:27:48+00:00,Completed_Closed
1-710269195,0,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-06 23:24:46+00:00,Accepted_In Progress
1-710269195,1,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-06 23:38:14+00:00,Completed_Closed
1-712814266,0,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-04-08 20:25:23+00:00,Accepted_In Progress
1-712814266,1,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-04-08 20:26:15+00:00,Completed_Closed
1-712856449,0,Org line C,Sweden,se,Inger,G211 3rd,C_3,Medium,PROD325,2012-04-09 06:37:33+00:00,Accepted_In Progress
1-712856449,1,Org line C,Sweden,se,Inger,G211 3rd,C_3,Medium,PROD325,2012-04-09 06:39:47+00:00,Queued_Awaiting Assignment
1-712856449,2,Org line C,INDIA,se,Amar,G211 3rd,C_3,Medium,PROD325,2012-04-09 07:02:57+00:00,Accepted_In Progress
1-712856449,3,Org line C,INDIA,se,Amar,G211 3rd,C_3,Medium,PROD325,2012-04-16 09:59:43+00:00,Completed_Closed
1-712972277,0,Org line C,USA,in,Donald,G93 2nd,E_4,Major,PROD251,2012-04-09 16:18:44+00:00,Accepted_In Progress
1-712972277,1,Org line C,USA,in,Donald,G93 2nd,E_4,Major,PROD251,2012-04-09 16:22:22+00:00,Completed_Closed
1-713106267,0,Org line B,Brazil,br,Thiago,S4 2nd,E_6,Major,PROD436,2012-04-10 00:03:09+00:00,Accepted_In Progress
1-713106267,1,Org line B,Brazil,br,Thiago,S4 2nd,E_6,Major,PROD436,2012-05-15 21:33:02+00:00,Accepted_In Progress
1-713106267,2,Org line B,Brazil,br,Thiago,S4 2nd,E_6,Major,PROD436,2012-05-15 21:46:34+00:00,Completed_Closed
1-715479377,0,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-10 08:30:09+00:00,Accepted_In Progress
1-715479377,1,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-10 08:31:00+00:00,Completed_Closed
1-715638561,0,Org line C,Sweden,se,Martin,G273 3rd,C_6,High,PROD802,2012-04-10 11:37:14+00:00,Accepted_In Progress
1-715638561,1,Org line C,Sweden,se,Martin,G273 3rd,C_6,High,PROD802,2012-04-10 11:44:34+00:00,Queued_Awaiting Assignment
1-715638561,2,Org line C,Sweden,se,Pascal,G273 3rd,C_6,High,PROD802,2012-04-10 12:09:18+00:00,Accepted_In Progress
1-715638561,3,Org line C,Sweden,se,Pascal,G273 3rd,C_6,High,PROD802,2012-04-10 12:41:51+00:00,Completed_Closed
1-715660478,0,Org line C,Sweden,se,Martin,G278 3rd,C_6,Major,PROD632,2012-04-10 12:13:57+00:00,Accepted_In Progress
1-715660478,1,Org line C,Sweden,se,Martin,G278 3rd,C_6,Major,PROD632,2012-04-10 12:18:10+00:00,Completed_Closed
1-715660478,2,Org line C,Sweden,se,Martin,G278 3rd,C_6,Major,PROD632,2012-04-13 08:32:19+00:00,Accepted_In Progress
1-715660478,3,Org line C,Sweden,se,Martin,G278 3rd,C_6,Major,PROD632,2012-04-23 12:37:54+00:00,Completed_Closed
1-715674227,0,Org line C,Belgium,be,Dieter,G128 2nd,E_1,Medium,PROD636,2012-04-10 12:32:50+00:00,Accepted_In Progress
1-715674227,1,Org line C,Belgium,be,Dieter,G128 2nd,E_1,Medium,PROD636,2012-05-11 09:03:56+00:00,Completed_Closed
1-715703591,0,Org line C,POLAND,be,Mariusz,G128 2nd,E_1,Medium,PROD636,2012-04-10 13:00:58+00:00,Accepted_In Progress
1-715703591,1,Org line C,POLAND,be,Mariusz,G128 2nd,E_1,Medium,PROD636,2012-04-13 08:28:58+00:00,Completed_Closed
1-715860062,0,Org line A2,Sweden,se,Gunilla,N23 2nd,A2_3,Medium,PROD414,2012-04-10 15:46:49+00:00,Accepted_In Progress
1-715860062,1,Org line A2,Sweden,se,Gunilla,N23 2nd,A2_3,Medium,PROD414,2012-04-10 15:54:09+00:00,Queued_Awaiting Assignment
1-715860062,2,Org line A2,Sweden,se,Ola,N23 2nd,A2_3,Medium,PROD414,2012-04-11 08:36:14+00:00,Accepted_In Progress
1-715860062,3,Org line A2,Sweden,se,Ola,N23 2nd,A2_3,Medium,PROD414,2012-04-19 08:02:37+00:00,Completed_Closed
1-716154984,0,Org line C,Sweden,in,Rakesh,G288 2nd,E_10,High,PROD791,2012-04-11 06:38:08+00:00,Queued_Awaiting Assignment
1-716154984,1,Org line C,Sweden,in,Tarun,G288 2nd,E_10,High,PROD791,2012-04-11 06:40:27+00:00,Accepted_In Progress
1-716154984,2,Org line C,Sweden,in,Tarun,G288 2nd,E_10,High,PROD791,2012-04-24 07:07:44+00:00,Completed_Closed
1-716571976,0,Org line C,Sweden,se,Désirée,M9,V3_2,Major,PROD153,2012-04-11 17:32:25+00:00,Accepted_In Progress
1-716571976,1,Org line C,Sweden,se,Désirée,M9,V3_2,Major,PROD153,2012-05-14 14:33:15+00:00,Completed_Closed
1-716571976,2,Org line C,Sweden,se,Désirée,M9,V3_2,Major,PROD153,2012-05-16 15:33:12+00:00,Accepted_In Progress
1-716571976,3,Org line C,Sweden,se,Désirée,M9,V3_2,Major,PROD153,2012-05-16 15:43:44+00:00,Queued_Awaiting Assignment
1-716571976,4,Org line C,Sweden,se,Anette,M9,V3_2,Major,PROD153,2012-05-18 05:26:00+00:00,Accepted_In Progress
1-716571976,5,Org line C,Sweden,se,Anette,M9,V3_2,Major,PROD153,2012-05-18 05:26:25+00:00,Completed_Closed
1-717122893,0,Org line A2,Sweden,se,Anders,M22 2nd,A2_1,Medium,PROD327,2012-04-12 13:21:26+00:00,Accepted_In Progress
1-717122893,1,Org line A2,Sweden,se,Anders,M22 2nd,A2_1,Medium,PROD327,2012-04-12 13:23:04+00:00,Queued_Awaiting Assignment
1-717122893,2,Org line A2,POLAND,se,Rafal,M22 2nd,A2_1,Medium,PROD327,2012-04-12 13:25:53+00:00,Accepted_In Progress
1-717122893,3,Org line A2,POLAND,se,Rafal,M22 2nd,A2_1,Medium,PROD327,2012-04-18 15:06:33+00:00,Accepted_Wait
1-717122893,4,Org line A2,POLAND,se,Rafal,M22 2nd,A2_1,Medium,PROD327,2012-05-23 12:25:14+00:00,Completed_Closed
1-717222893,0,Org line C,Sweden,se,Gitt,G57 2nd,E_2,Medium,PROD327,2012-04-12 13:35:00+00:00,Accepted_In Progress
1-717222893,1,Org line C,Sweden,se,Gitt,G57 2nd,E_2,Medium,PROD327,2012-04-12 13:40:06+00:00,Queued_Awaiting Assignment
1-717222893,2,Org line C,Sweden,se,Alexander,G57 2nd,E_2,Medium,PROD327,2012-04-13 14:10:52+00:00,Accepted_In Progress
1-717222893,3,Org line C,Sweden,se,Alexander,G57 2nd,E_2,Medium,PROD327,2012-04-13 14:13:44+00:00,Completed_Closed
1-717275094,0,Org line C,Sweden,se,Gitt,G57 2nd,E_2,Medium,PROD327,2012-04-12 14:12:45+00:00,Accepted_In Progress
1-717275094,1,Org line C,Sweden,se,Gitt,G57 2nd,E_2,Medium,PROD327,2012-04-12 14:17:17+00:00,Queued_Awaiting Assignment
1-717275094,2,Org line C,Sweden,se,Alexander,G57 2nd,E_2,Medium,PROD327,2012-04-13 14:11:01+00:00,Accepted_In Progress
1-717275094,3,Org line C,Sweden,se,Alexander,G57 2nd,E_2,Medium,PROD327,2012-04-13 14:15:05+00:00,Completed_Closed
1-717713590,0,Org line C,Sweden,se,Anders,S20 2nd,E_6,Medium,PROD634,2012-04-13 12:02:00+00:00,Accepted_In Progress
1-717713590,1,Org line C,Sweden,se,Anders,S20 2nd,E_6,Medium,PROD634,2012-05-21 10:37:20+00:00,Accepted_In Progress
1-717713590,2,Org line C,Sweden,se,Anders,S20 2nd,E_6,Medium,PROD634,2012-05-21 10:37:30+00:00,Completed_Closed
1-717801169,0,Org line G3,POLAND,us,Ewa,G199 3rd,,High,PROD97,2012-04-13 10:30:07+00:00,Accepted_In Progress
1-717801169,1,Org line G3,POLAND,us,Ewa,G199 3rd,,High,PROD97,2012-04-13 10:32:34+00:00,Completed_Closed
1-717838591,0,Org line A2,POLAND,pl,Mariusz,G217 3rd,A2_2,Medium,PROD796,2012-04-13 10:19:48+00:00,Accepted_In Progress
1-717838591,1,Org line A2,POLAND,pl,Mariusz,G217 3rd,A2_2,Medium,PROD796,2012-05-31 09:10:27+00:00,Completed_Closed
1-717852570,0,Org line G3,POLAND,us,Ewa,G199 3rd,,High,PROD96,2012-04-13 14:11:31+00:00,Accepted_In Progress
1-717852570,1,Org line G3,POLAND,us,Ewa,G199 3rd,,High,PROD96,2012-04-13 14:12:14+00:00,Completed_Closed
1-718031374,0,Org line V11,United Kingdom,gb,James,V50 2nd,,Medium,PROD158,2012-04-13 14:09:26+00:00,Accepted_In Progress
1-718031374,1,Org line V11,United Kingdom,gb,James,V50 2nd,,Medium,PROD158,2012-04-24 13:36:45+00:00,Accepted_In Progress
1-718031374,2,Org line V11,United Kingdom,gb,James,V50 2nd,,Medium,PROD158,2012-04-24 13:36:59+00:00,Completed_Closed
1-718056641,0,Org line C,USA,us,Robert,N6 2nd,,High,PROD316,2012-04-13 16:20:12+00:00,Queued_Awaiting Assignment
1-718056641,1,Org line C,USA,us,Christy,N6 2nd,,High,PROD316,2012-04-13 19:09:17+00:00,Accepted_Assigned
1-718056641,2,Org line C,USA,us,Christy,N6 2nd,,High,PROD316,2012-05-11 20:00:27+00:00,Completed_Closed
1-718132104,0,Org line B,INDIA,in,Murali,G238 2nd,E_10,Medium,PROD209,2012-04-13 15:58:57+00:00,Accepted_In Progress
1-718132104,1,Org line B,INDIA,in,Murali,G238 2nd,E_10,Medium,PROD209,2012-04-19 10:58:02+00:00,Completed_Closed
1-718958603,0,Org line C,France,fr,Florent,V43 3rd,C_5,Major,PROD609,2012-04-16 10:15:04+00:00,Accepted_In Progress
1-718958603,1,Org line C,France,fr,Florent,V43 3rd,C_5,Major,PROD609,2012-04-16 10:17:25+00:00,Completed_Closed
1-718960811,0,Org line C,Sweden,us,Per-Olof,G67 2nd,E_3,Medium,PROD151,2012-04-16 08:17:43+00:00,Accepted_In Progress
1-718960811,1,Org line C,Sweden,us,Per-Olof,G67 2nd,E_3,Medium,PROD151,2012-04-16 08:22:03+00:00,Accepted_Wait
1-718960811,2,Org line C,Sweden,us,Per-Olof,G67 2nd,E_3,Medium,PROD151,2012-05-07 13:04:40+00:00,Completed_Closed
1-718973785,0,Org line C,INDIA,in,Pranesh,G181 2nd,E_8,Medium,PROD476,2012-04-16 07:49:05+00:00,Accepted_In Progress
1-718973785,1,Org line C,INDIA,in,Pranesh,G181 2nd,E_8,Medium,PROD476,2012-04-16 08:01:35+00:00,Queued_Awaiting Assignment
1-718973785,2,Org line C,INDIA,in,Venkanna,G181 2nd,E_8,Medium,PROD476,2012-04-16 08:51:04+00:00,Accepted_In Progress
1-718973785,3,Org line C,INDIA,in,Venkanna,G181 2nd,E_8,Medium,PROD476,2012-05-03 08:07:07+00:00,Accepted_Wait
1-718973785,4,Org line C,INDIA,in,Venkanna,G181 2nd,E_8,Medium,PROD476,2012-05-18 15:19:35+00:00,Completed_Closed
1-719199254,0,Org line G4,Sweden,se,Harshavardhan,G51 2nd,,Medium,PROD319,2012-04-16 11:57:54+00:00,Accepted_In Progress
1-719199254,1,Org line G4,Sweden,se,Harshavardhan,G51 2nd,,Medium,PROD319,2012-04-20 14:05:40+00:00,Accepted_In Progress
1-719199254,2,Org line G4,Sweden,se,Harshavardhan,G51 2nd,,Medium,PROD319,2012-04-20 14:06:14+00:00,Completed_Closed
1-719199254,3,Org line G4,Sweden,se,Harshavardhan,G51 2nd,,Medium,PROD319,2012-05-16 15:30:33+00:00,Accepted_In Progress
1-719199254,4,Org line G4,Sweden,se,Harshavardhan,G51 2nd,,Medium,PROD319,2012-05-16 15:32:44+00:00,Completed_Closed
1-719199254,5,Org line G4,Sweden,se,Harshavardhan,G51 2nd,,Medium,PROD319,2012-05-16 15:32:48+00:00,Accepted_In Progress
1-719199254,6,Org line G4,Sweden,se,Harshavardhan,G51 2nd,,Medium,PROD319,2012-05-16 15:32:55+00:00,Completed_Closed
1-719199254,7,Org line G4,Sweden,se,Harshavardhan,G51 2nd,,Medium,PROD319,2012-05-17 11:33:38+00:00,Accepted_In Progress
1-719199254,8,Org line G4,Sweden,se,Harshavardhan,G51 2nd,,Medium,PROD319,2012-05-17 11:34:01+00:00,Completed_Closed
1-719210927,0,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-16 12:39:03+00:00,Accepted_In Progress
1-719210927,1,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-16 12:47:43+00:00,Completed_Closed
1-719517578,0,Org line V11,United Kingdom,gb,James,V50 2nd,,Medium,PROD161,2012-04-16 19:37:39+00:00,Accepted_In Progress
1-719517578,1,Org line V11,United Kingdom,gb,James,V50 2nd,,Medium,PROD161,2012-04-24 13:30:27+00:00,Completed_Closed
1-719999163,0,Org line B,INDIA,in,Murali,G238 2nd,E_10,High,PROD209,2012-04-17 05:46:35+00:00,Accepted_In Progress
1-719999163,1,Org line B,INDIA,in,Murali,G238 2nd,E_10,High,PROD209,2012-05-16 03:48:11+00:00,Completed_Closed
1-720000146,0,Org line G4,Sweden,se,Charlotte,O3 2nd,,Medium,PROD483,2012-04-17 07:01:12+00:00,Accepted_In Progress
1-720000146,1,Org line G4,Sweden,se,Charlotte,O3 2nd,,Medium,PROD483,2012-04-17 07:03:17+00:00,Queued_Awaiting Assignment
1-720000146,2,Org line G4,Sweden,se,Charlotte,S50 3rd,,Medium,PROD483,2012-04-25 13:44:11+00:00,Accepted_In Progress
1-720000146,3,Org line G4,Sweden,se,Charlotte,S50 3rd,,Medium,PROD483,2012-04-25 13:49:11+00:00,Completed_Closed
1-720041655,0,Org line C,Sweden,se,Johan,G294 2nd,E_1,Medium,PROD401,2012-04-17 07:51:27+00:00,Accepted_In Progress
1-720041655,1,Org line C,Sweden,se,Johan,G294 2nd,E_1,Medium,PROD401,2012-04-17 08:38:11+00:00,Completed_Closed
1-720069371,0,Org line A2,POLAND,pl,Krzysztof,W16 3rd,A2_1,Medium,PROD761,2012-04-17 08:12:34+00:00,Accepted_In Progress
1-720069371,1,Org line A2,POLAND,pl,Krzysztof,W16 3rd,A2_1,Medium,PROD761,2012-04-17 11:57:02+00:00,Accepted_Wait
1-720069371,2,Org line A2,POLAND,pl,Krzysztof,W16 3rd,A2_1,Medium,PROD761,2012-04-17 13:41:01+00:00,Accepted_In Progress
1-720069371,3,Org line A2,POLAND,pl,Krzysztof,W16 3rd,A2_1,Medium,PROD761,2012-04-17 15:23:39+00:00,Accepted_Wait
1-720069371,4,Org line A2,POLAND,pl,Krzysztof,W16 3rd,A2_1,Medium,PROD761,2012-04-19 08:11:58+00:00,Accepted_In Progress
1-720069371,5,Org line A2,POLAND,pl,Krzysztof,W16 3rd,A2_1,Medium,PROD761,2012-04-19 11:50:15+00:00,Accepted_Wait
1-720069371,6,Org line A2,POLAND,pl,Krzysztof,W16 3rd,A2_1,Medium,PROD761,2012-05-14 07:55:22+00:00,Completed_Closed
1-720110557,0,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-17 09:19:39+00:00,Accepted_In Progress
1-720110557,1,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-17 09:25:37+00:00,Completed_Closed
1-720457477,0,Org line C,Sweden,se,Daniel,G99 2nd,E_1,Medium,PROD153,2012-04-17 15:06:27+00:00,Accepted_In Progress
1-720457477,1,Org line C,Sweden,se,Daniel,G99 2nd,E_1,Medium,PROD153,2012-05-23 13:39:52+00:00,Completed_Closed
1-722041657,0,Org line C,INDIA,in,Venkanna,G181 2nd,E_8,Major,PROD476,2012-04-18 08:19:44+00:00,Accepted_In Progress
1-722041657,1,Org line C,INDIA,in,Venkanna,G181 2nd,E_8,Major,PROD476,2012-04-23 08:52:52+00:00,Completed_Closed
1-722098557,0,Org line C,Sweden,be,Karin,G56 3rd,C_1,Medium,PROD744,2012-04-18 08:38:50+00:00,Accepted_In Progress
1-722098557,1,Org line C,Sweden,be,Karin,G56 3rd,C_1,Medium,PROD744,2012-05-04 11:01:00+00:00,Completed_Closed
1-722201158,0,Org line C,Sweden,se,Andreas,G253 2nd,E_10,Low,PROD683,2012-04-18 10:16:00+00:00,Accepted_In Progress
1-722201158,1,Org line C,Sweden,se,Andreas,G253 2nd,E_10,Low,PROD683,2012-05-23 12:31:30+00:00,Completed_Closed
1-722334217,0,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-04-18 12:18:03+00:00,Accepted_In Progress
1-722334217,1,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-04-18 12:24:14+00:00,Completed_Closed
1-722334434,0,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-18 12:25:44+00:00,Accepted_In Progress
1-722334434,1,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-04-18 12:26:55+00:00,Completed_Closed
1-722674364,0,Org line C,Sweden,pl,Praveen,G271 2nd,E_10,High,PROD802,2012-04-18 19:54:43+00:00,Accepted_In Progress
1-722674364,1,Org line C,Sweden,pl,Praveen,G271 2nd,E_10,High,PROD802,2012-04-18 20:00:28+00:00,Queued_Awaiting Assignment
1-722674364,2,Org line C,Sweden,pl,Abhimanyu,G271 2nd,E_10,High,PROD802,2012-04-18 21:21:45+00:00,Accepted_In Progress
1-722674364,3,Org line C,Sweden,pl,Prasad,G276 2nd,E_10,High,PROD802,2012-04-18 21:45:24+00:00,Queued_Awaiting Assignment
1-722674364,4,Org line C,Sweden,pl,Praveen,G271 2nd,E_10,High,PROD802,2012-04-19 06:51:30+00:00,Queued_Awaiting Assignment
1-722674364,5,Org line C,Sweden,pl,Arun,G271 2nd,E_10,High,PROD802,2012-04-25 15:54:42+00:00,Accepted_In Progress
1-722674364,6,Org line C,Sweden,pl,Martin,G273 3rd,C_6,High,PROD802,2012-04-25 15:58:49+00:00,Queued_Awaiting Assignment
1-722674364,7,Org line C,USA,pl,Stephen,G273 3rd,C_6,High,PROD802,2012-05-07 12:13:40+00:00,Accepted_Assigned
1-722674364,8,Org line A2,POLAND,pl,Krzysztof,N28 2nd,A2_2,High,PROD802,2012-05-07 12:45:40+00:00,Queued_Awaiting Assignment
1-722674364,9,Org line A2,POLAND,pl,Maciej,N28 2nd,A2_2,High,PROD802,2012-05-07 14:26:17+00:00,Accepted_Assigned
1-722674364,10,Org line A2,POLAND,pl,Maciej,N28 2nd,A2_2,High,PROD802,2012-05-08 08:16:03+00:00,Accepted_In Progress
1-722674364,11,Org line A2,POLAND,pl,Maciej,N28 2nd,A2_2,High,PROD802,2012-05-08 08:19:49+00:00,Completed_Closed
1-722688743,0,Org line A2,China,cn,Anson,N18 2nd,A2_5,Medium,PROD789,2012-04-19 03:54:27+00:00,Accepted_In Progress
1-722688743,1,Org line A2,China,cn,Anson,N18 2nd,A2_5,Medium,PROD789,2012-04-19 05:58:07+00:00,Queued_Awaiting Assignment
1-722688743,2,Org line A2,China,cn,Anson,N18 2nd,A2_5,Medium,PROD789,2012-05-24 03:31:28+00:00,Accepted_In Progress
1-722688743,3,Org line A2,China,cn,Anson,N18 2nd,A2_5,Medium,PROD789,2012-05-24 03:31:54+00:00,Completed_Closed
1-722742993,0,Org line C,USA,us,Edward,N6 2nd,,High,PROD181,2012-04-18 21:31:13+00:00,Accepted_In Progress
1-722742993,1,Org line C,USA,us,Edward,N6 2nd,,High,PROD181,2012-04-19 17:51:03+00:00,Accepted_Wait
1-722742993,2,Org line C,USA,us,Edward,N6 2nd,,High,PROD181,2012-04-23 14:52:04+00:00,Completed_Closed
1-726517211,0,Org line C,Belgium,be,Peter,G75,E_5,Medium,PROD821,2012-04-19 07:15:21+00:00,Accepted_In Progress
1-726517211,1,Org line C,Belgium,be,Peter,G75,E_5,Medium,PROD821,2012-04-19 07:15:49+00:00,Accepted_In Progress
1-726517211,2,Org line C,Belgium,be,Peter,G74,E_5,Medium,PROD821,2012-04-19 07:16:09+00:00,Queued_Awaiting Assignment
1-726517211,3,Org line C,Belgium,be,Peter,G74,E_5,Medium,PROD821,2012-04-19 07:16:24+00:00,Accepted_In Progress
1-726517211,4,Org line C,Belgium,be,Peter,G55 2nd,E_1,Medium,PROD821,2012-04-19 07:18:34+00:00,Queued_Awaiting Assignment
1-726517211,5,Org line C,Sweden,be,Patrik,G55 2nd,E_1,Medium,PROD821,2012-04-20 12:10:12+00:00,Accepted_Assigned
1-726517211,6,Org line C,France,be,Raphael,G55 2nd,E_1,Medium,PROD821,2012-05-08 08:41:56+00:00,Accepted_Assigned
1-726517211,7,Org line C,Sweden,be,Patrik,G55 2nd,E_1,Medium,PROD821,2012-05-09 09:50:00+00:00,Accepted_In Progress
1-726517211,8,Org line C,Sweden,be,Patrik,G55 2nd,E_1,Medium,PROD821,2012-05-09 09:50:05+00:00,Completed_Closed
1-726760342,0,Org line C,Sweden,se,Lars,G268 3rd,C_6,Low,PROD805,2012-04-19 11:36:37+00:00,Accepted_In Progress
1-726760342,1,Org line C,Sweden,se,Lars,G268 3rd,C_6,Low,PROD805,2012-04-19 11:37:20+00:00,Accepted_Wait
1-726760342,2,Org line C,Sweden,se,Lars,G268 3rd,C_6,Low,PROD805,2012-05-24 09:41:39+00:00,Completed_Closed
1-726808501,0,Org line A2,POLAND,pl,Miroslaw,W16 3rd,A2_1,Medium,PROD756,2012-04-19 12:31:06+00:00,Accepted_In Progress
1-726808501,1,Org line A2,POLAND,pl,Miroslaw,W16 3rd,A2_1,Medium,PROD756,2012-05-23 14:56:52+00:00,Completed_Closed
1-728461114,0,Org line C,Sweden,in,Tarun,G288 2nd,E_10,High,PROD154,2012-04-20 11:01:51+00:00,Accepted_In Progress
1-728461114,1,Org line C,Sweden,in,Tarun,G288 2nd,E_10,High,PROD154,2012-05-07 13:41:58+00:00,Accepted_Wait
1-728461114,2,Org line C,Sweden,in,Tarun,G288 2nd,E_10,High,PROD154,2012-05-18 19:14:41+00:00,Completed_Closed
1-728470722,0,Org line A2,Sweden,se,Åsa,G197 2nd,D_1,Major,PROD617,2012-04-20 12:04:29+00:00,Accepted_In Progress
1-728470722,1,Org line A2,Sweden,se,Åsa,G197 2nd,D_1,Major,PROD617,2012-04-20 12:05:30+00:00,Accepted_Assigned
1-728470722,2,Org line A2,POLAND,se,Jaroslaw,G197 2nd,D_1,Major,PROD617,2012-04-20 12:32:59+00:00,Queued_Awaiting Assignment
1-728470722,3,Org line A2,Korea,se,Hongjae,V16 3rd,D_1,Major,PROD617,2012-04-20 13:01:19+00:00,Queued_Awaiting Assignment
1-728470722,4,Org line A2,Sweden,se,Avinash,V16 3rd,D_1,Major,PROD617,2012-04-22 23:06:25+00:00,Accepted_Assigned
1-728470722,5,Org line A2,Sweden,se,Jenny,V13 2nd,A2_3,Major,PROD617,2012-04-23 05:24:33+00:00,Queued_Awaiting Assignment
1-728470722,6,Org line A2,Sweden,se,Jenny,V13 2nd,A2_3,Major,PROD617,2012-05-09 11:15:12+00:00,Accepted_In Progress
1-728470722,7,Org line A2,Sweden,se,Åsa,V13 2nd,A2_3,Major,PROD617,2012-05-09 11:15:37+00:00,Accepted_Assigned
1-728470722,8,Org line A2,Sweden,se,Åsa,V13 2nd,A2_3,Major,PROD617,2012-05-29 12:18:15+00:00,Accepted_In Progress
1-728470722,9,Org line A2,Sweden,se,Åsa,V13 2nd,A2_3,Major,PROD617,2012-05-30 07:44:57+00:00,Completed_Closed
1-728630851,0,Org line C,Sweden,us,Jonas,G290 3rd,C_6,High,PROD154,2012-04-20 16:03:47+00:00,Queued_Awaiting Assignment
1-728630851,1,Org line C,Sweden,us,Jonas,G290 3rd,C_6,High,PROD154,2012-04-23 13:57:50+00:00,Accepted_Assigned
1-728630851,2,Org line C,USA,us,Robert,N6 2nd,,High,PROD154,2012-05-09 11:26:56+00:00,Queued_Awaiting Assignment
1-728630851,3,Org line C,USA,us,Christy,N6 2nd,,High,PROD154,2012-05-11 20:12:07+00:00,Accepted_In Progress
1-728630851,4,Org line C,USA,us,Christy,N6 2nd,,High,PROD154,2012-05-11 20:14:03+00:00,Completed_Closed
1-728641711,0,Org line C,USA,us,Stephen,N55 3rd,C_6,High,PROD785,2012-04-20 16:13:58+00:00,Accepted_In Progress
1-728641711,1,Org line C,USA,us,Stephen,N55 3rd,C_6,High,PROD785,2012-04-20 16:26:35+00:00,Queued_Awaiting Assignment
